elapsed_ms,label,is_transition,activity_class,bpm,mean_mag,std_mag,peak_rel,peak_max,ppg_contact,bpm_fresh
53973,lying,1,0,67.20,2035.6,126.5,1.14,2325.2,1,0
54374,lying,1,0,67.20,2017.5,132.9,1.15,2325.2,1,0
54773,lying,1,0,67.20,2000.8,144.6,1.16,2325.2,1,0
55206,lying,1,0,67.20,1987.7,147.2,1.17,2325.2,1,0
55573,lying,1,0,67.20,1971.7,148.3,1.18,2325.2,1,0
55985,lying,1,0,67.20,1921.5,113.2,1.19,2295.2,1,0
56374,lying,1,0,67.20,1876.6,57.5,1.10,2069.2,1,0
56773,lying,1,0,67.20,1863.3,54.2,1.06,1983.9,1,0
57174,lying,1,0,67.20,1853.4,57.8,1.07,1980.6,1,0
57575,lying,1,0,63.99,1836.6,55.2,1.08,1980.6,1,1
57997,lying,1,0,63.99,1822.9,51.5,1.09,1980.6,1,1
58374,lying,1,0,63.99,1806.7,35.7,1.08,1957.7,1,1
58818,lying,1,0,63.99,1795.4,40.0,1.09,1957.7,1,1
59174,lying,1,0,63.99,1805.8,47.3,1.08,1957.7,1,1
59585,lying,1,0,63.99,1806.9,48.6,1.07,1925.9,1,1
59974,lying,1,0,63.99,1820.9,57.7,1.07,1939.4,1,1
60374,lying,1,0,63.99,1815.0,62.0,1.07,1939.4,1,1
60799,lying,1,0,63.99,1812.1,65.2,1.07,1939.4,1,1
61175,lying,1,0,63.99,1837.6,76.3,1.09,2006.7,1,1
61588,lying,1,0,63.99,1823.9,82.4,1.10,2006.7,1,0
61975,lying,1,0,63.99,1824.7,87.4,1.10,2006.7,1,0
62432,lying,1,0,63.99,1827.6,90.2,1.10,2006.7,1,0
62774,lying,1,0,63.99,1842.3,87.2,1.09,2006.7,1,0
63176,lying,1,0,63.99,1864.1,84.6,1.08,2006.7,1,0
63574,lying,1,0,63.99,1847.2,83.3,1.07,1985.1,1,0
63990,lying,1,0,63.99,1860.2,91.3,1.13,2093.4,1,0
64376,lying,1,0,63.99,1884.4,123.1,1.23,2321.1,1,0
64776,lying,1,0,63.99,1914.5,161.4,1.29,2460.3,1,0
65175,lying,1,0,63.99,1945.2,165.7,1.26,2460.3,1,0
65576,lying,1,0,63.99,1963.0,164.7,1.25,2460.3,1,0
66004,lying,1,0,63.99,1993.0,147.2,1.23,2460.3,1,0
66376,lying,1,0,63.99,2018.4,121.7,1.22,2460.3,1,0
66797,lying,1,0,63.99,2024.9,84.9,1.22,2460.3,1,0
67176,lying,1,0,63.99,2011.5,30.2,1.09,2185.2,1,0
67577,lying,1,0,63.99,2004.7,14.1,1.02,2042.7,1,0
67976,lying,1,0,63.99,2005.1,24.9,1.08,2161.1,1,0
68381,lying,1,0,63.99,2006.1,24.4,1.08,2161.1,1,0
